"Site","Year","Transect","Species","Count"
"GC",2014,7,"Litoraria.sp",0
"GC",2014,8,"Litoraria.sp",0
"GC",2014,9,"Litoraria.sp",0
"GC",2014,10,"Litoraria.sp",0
"GC",2014,11,"Litoraria.sp",0
"GC",2014,12,"Litoraria.sp",0
"RI",2014,1,"Litoraria.sp",0
"RI",2014,2,"Litoraria.sp",0
"RI",2014,3,"Litoraria.sp",0
"RI",2014,4,"Litoraria.sp",0
"RI",2014,5,"Litoraria.sp",0
"RI",2014,6,"Litoraria.sp",0
"RI",2014,7,"Litoraria.sp",0
"RI",2014,8,"Litoraria.sp",0
"RI",2014,9,"Litoraria.sp",0
"RI",2014,10,"Litoraria.sp",0
"RI",2014,11,"Litoraria.sp",0
"RI",2014,12,"Litoraria.sp",0
"PI",2014,1,"Manayunkia.aestuarina",NA
"PI",2014,2,"Manayunkia.aestuarina",NA
"PI",2014,3,"Manayunkia.aestuarina",NA
"PI",2014,4,"Manayunkia.aestuarina",NA
"PI",2014,5,"Manayunkia.aestuarina",NA
"PI",2014,6,"Manayunkia.aestuarina",NA
"PI",2014,7,"Manayunkia.aestuarina",NA
"PI",2014,8,"Manayunkia.aestuarina",NA
"PI",2014,9,"Manayunkia.aestuarina",NA
"PI",2014,10,"Manayunkia.aestuarina",NA
"PI",2014,11,"Manayunkia.aestuarina",NA
"PI",2014,12,"Manayunkia.aestuarina",NA
"PI",2015,1,"Manayunkia.aestuarina",NA
"PI",2015,2,"Manayunkia.aestuarina",NA
"PI",2015,3,"Manayunkia.aestuarina",NA
"PI",2015,4,"Manayunkia.aestuarina",2
"PI",2015,5,"Manayunkia.aestuarina",1
"PI",2015,6,"Manayunkia.aestuarina",NA
"PI",2015,7,"Manayunkia.aestuarina",NA
"PI",2015,8,"Manayunkia.aestuarina",1
"PI",2015,9,"Manayunkia.aestuarina",NA
"PI",2015,10,"Manayunkia.aestuarina",NA
"PI",2015,11,"Manayunkia.aestuarina",2
"PI",2015,12,"Manayunkia.aestuarina",1
"SQ",2015,1,"Manayunkia.aestuarina",NA
"SQ",2015,2,"Manayunkia.aestuarina",NA
"SQ",2015,3,"Manayunkia.aestuarina",NA
"SQ",2015,4,"Manayunkia.aestuarina",NA
"SQ",2015,5,"Manayunkia.aestuarina",NA
"SQ",2015,6,"Manayunkia.aestuarina",NA
"SQ",2015,7,"Manayunkia.aestuarina",NA
"SQ",2015,8,"Manayunkia.aestuarina",NA
"SQ",2015,9,"Manayunkia.aestuarina",NA
"SQ",2015,10,"Manayunkia.aestuarina",NA
"SQ",2015,11,"Manayunkia.aestuarina",NA
"SQ",2015,12,"Manayunkia.aestuarina",NA
"W",2015,1,"Manayunkia.aestuarina",NA
"W",2015,2,"Manayunkia.aestuarina",NA
"W",2015,3,"Manayunkia.aestuarina",NA
"W",2015,4,"Manayunkia.aestuarina",NA
"W",2015,5,"Manayunkia.aestuarina",NA
"W",2015,6,"Manayunkia.aestuarina",NA
"W",2015,7,"Manayunkia.aestuarina",NA
"W",2015,8,"Manayunkia.aestuarina",NA
"W",2015,9,"Manayunkia.aestuarina",NA
"W",2015,10,"Manayunkia.aestuarina",NA
"W",2015,11,"Manayunkia.aestuarina",NA
"W",2015,12,"Manayunkia.aestuarina",NA
"N",2014,1,"Manayunkia.aestuarina",NA
"N",2014,2,"Manayunkia.aestuarina",NA
"N",2014,3,"Manayunkia.aestuarina",NA
"N",2014,4,"Manayunkia.aestuarina",NA
"N",2014,5,"Manayunkia.aestuarina",NA
"N",2014,6,"Manayunkia.aestuarina",NA
"N",2014,7,"Manayunkia.aestuarina",NA
"N",2014,8,"Manayunkia.aestuarina",NA
"N",2014,9,"Manayunkia.aestuarina",NA
"N",2014,10,"Manayunkia.aestuarina",NA
"N",2014,11,"Manayunkia.aestuarina",NA
"N",2014,12,"Manayunkia.aestuarina",NA
"EP",2015,1,"Manayunkia.aestuarina",1
"EP",2015,2,"Manayunkia.aestuarina",NA
"EP",2015,3,"Manayunkia.aestuarina",NA
"EP",2015,4,"Manayunkia.aestuarina",1
"EP",2015,5,"Manayunkia.aestuarina",NA
"EP",2015,6,"Manayunkia.aestuarina",NA
"EP",2015,7,"Manayunkia.aestuarina",NA
"EP",2015,8,"Manayunkia.aestuarina",NA
"EP",2015,9,"Manayunkia.aestuarina",1
"EP",2015,10,"Manayunkia.aestuarina",NA
"EP",2015,11,"Manayunkia.aestuarina",NA
"EP",2015,12,"Manayunkia.aestuarina",2
"M",2015,1,"Manayunkia.aestuarina",1
"M",2015,2,"Manayunkia.aestuarina",1
"M",2015,3,"Manayunkia.aestuarina",NA
"M",2015,4,"Manayunkia.aestuarina",NA
"M",2015,5,"Manayunkia.aestuarina",NA
"M",2015,6,"Manayunkia.aestuarina",NA
"M",2015,7,"Manayunkia.aestuarina",1
"M",2015,8,"Manayunkia.aestuarina",2
"M",2015,9,"Manayunkia.aestuarina",NA
"M",2015,10,"Manayunkia.aestuarina",NA
"M",2015,11,"Manayunkia.aestuarina",2
"M",2015,12,"Manayunkia.aestuarina",NA
"GC",2014,1,"Manayunkia.aestuarina",0
"GC",2014,2,"Manayunkia.aestuarina",0
"GC",2014,3,"Manayunkia.aestuarina",0
"GC",2014,4,"Manayunkia.aestuarina",0
"GC",2014,5,"Manayunkia.aestuarina",0
"GC",2014,6,"Manayunkia.aestuarina",0
"GC",2014,7,"Manayunkia.aestuarina",0
"GC",2014,8,"Manayunkia.aestuarina",0
"GC",2014,9,"Manayunkia.aestuarina",0
"GC",2014,10,"Manayunkia.aestuarina",0
"GC",2014,11,"Manayunkia.aestuarina",0
"GC",2014,12,"Manayunkia.aestuarina",0
"RI",2014,1,"Manayunkia.aestuarina",0
"RI",2014,2,"Manayunkia.aestuarina",0
"RI",2014,3,"Manayunkia.aestuarina",0
"RI",2014,4,"Manayunkia.aestuarina",0
"RI",2014,5,"Manayunkia.aestuarina",0
"RI",2014,6,"Manayunkia.aestuarina",0
"RI",2014,7,"Manayunkia.aestuarina",0
"RI",2014,8,"Manayunkia.aestuarina",0
"RI",2014,9,"Manayunkia.aestuarina",0
"RI",2014,10,"Manayunkia.aestuarina",0
"RI",2014,11,"Manayunkia.aestuarina",0
"RI",2014,12,"Manayunkia.aestuarina",0
"PI",2014,1,"Polychaeta",NA
"PI",2014,2,"Polychaeta",NA
"PI",2014,3,"Polychaeta",NA
"PI",2014,4,"Polychaeta",NA
"PI",2014,5,"Polychaeta",NA
"PI",2014,6,"Polychaeta",NA
"PI",2014,7,"Polychaeta",NA
"PI",2014,8,"Polychaeta",NA
"PI",2014,9,"Polychaeta",NA
"PI",2014,10,"Polychaeta",NA
"PI",2014,11,"Polychaeta",NA
"PI",2014,12,"Polychaeta",NA
"PI",2015,1,"Polychaeta",NA
"PI",2015,2,"Polychaeta",NA
"PI",2015,3,"Polychaeta",NA
"PI",2015,4,"Polychaeta",NA
"PI",2015,5,"Polychaeta",NA
"PI",2015,6,"Polychaeta",NA
"PI",2015,7,"Polychaeta",NA
"PI",2015,8,"Polychaeta",NA
"PI",2015,9,"Polychaeta",NA
"PI",2015,10,"Polychaeta",NA
"PI",2015,11,"Polychaeta",NA
"PI",2015,12,"Polychaeta",NA
"SQ",2015,1,"Polychaeta",NA
"SQ",2015,2,"Polychaeta",NA
"SQ",2015,3,"Polychaeta",NA
"SQ",2015,4,"Polychaeta",NA
"SQ",2015,5,"Polychaeta",NA
"SQ",2015,6,"Polychaeta",NA
"SQ",2015,7,"Polychaeta",NA
"SQ",2015,8,"Polychaeta",NA
"SQ",2015,9,"Polychaeta",NA
"SQ",2015,10,"Polychaeta",NA
"SQ",2015,11,"Polychaeta",NA
"SQ",2015,12,"Polychaeta",NA
"W",2015,1,"Polychaeta",1
"W",2015,2,"Polychaeta",NA
"W",2015,3,"Polychaeta",1
"W",2015,4,"Polychaeta",3
"W",2015,5,"Polychaeta",NA
"W",2015,6,"Polychaeta",2
"W",2015,7,"Polychaeta",NA
"W",2015,8,"Polychaeta",NA
"W",2015,9,"Polychaeta",1
"W",2015,10,"Polychaeta",NA
"W",2015,11,"Polychaeta",1
"W",2015,12,"Polychaeta",NA
"N",2014,1,"Polychaeta",NA
"N",2014,2,"Polychaeta",1
"N",2014,3,"Polychaeta",NA
"N",2014,4,"Polychaeta",NA
"N",2014,5,"Polychaeta",NA
"N",2014,6,"Polychaeta",NA
"N",2014,7,"Polychaeta",2
"N",2014,8,"Polychaeta",NA
"N",2014,9,"Polychaeta",NA
"N",2014,10,"Polychaeta",1
"N",2014,11,"Polychaeta",NA
"N",2014,12,"Polychaeta",NA
"EP",2015,1,"Polychaeta",NA
"EP",2015,2,"Polychaeta",NA
"EP",2015,3,"Polychaeta",NA
"EP",2015,4,"Polychaeta",NA
"EP",2015,5,"Polychaeta",NA
"EP",2015,6,"Polychaeta",NA
"EP",2015,7,"Polychaeta",NA
"EP",2015,8,"Polychaeta",NA
"EP",2015,9,"Polychaeta",NA
"EP",2015,10,"Polychaeta",NA
"EP",2015,11,"Polychaeta",NA
"EP",2015,12,"Polychaeta",NA
"M",2015,1,"Polychaeta",NA
"M",2015,2,"Polychaeta",NA
"M",2015,3,"Polychaeta",NA
"M",2015,4,"Polychaeta",NA
"M",2015,5,"Polychaeta",NA
"M",2015,6,"Polychaeta",NA
"M",2015,7,"Polychaeta",NA
"M",2015,8,"Polychaeta",NA
"M",2015,9,"Polychaeta",NA
"M",2015,10,"Polychaeta",NA
"M",2015,11,"Polychaeta",NA
"M",2015,12,"Polychaeta",NA
"GC",2014,1,"Polychaeta",0
"GC",2014,2,"Polychaeta",0
"GC",2014,3,"Polychaeta",0
"GC",2014,4,"Polychaeta",0
"GC",2014,5,"Polychaeta",0
"GC",2014,6,"Polychaeta",0
"GC",2014,7,"Polychaeta",0
"GC",2014,8,"Polychaeta",0
"GC",2014,9,"Polychaeta",0
"GC",2014,10,"Polychaeta",0
"GC",2014,11,"Polychaeta",0
"GC",2014,12,"Polychaeta",0
"RI",2014,1,"Polychaeta",0
"RI",2014,2,"Polychaeta",0
"RI",2014,3,"Polychaeta",0
"RI",2014,4,"Polychaeta",0
"RI",2014,5,"Polychaeta",0
"RI",2014,6,"Polychaeta",0
"RI",2014,7,"Polychaeta",0
"RI",2014,8,"Polychaeta",0
"RI",2014,9,"Polychaeta",0
"RI",2014,10,"Polychaeta",0
"RI",2014,11,"Polychaeta",0
"RI",2014,12,"Polychaeta",0
"PI",2014,1,"clam",16
"PI",2014,2,"clam",NA
"PI",2014,3,"clam",NA
"PI",2014,4,"clam",NA
"PI",2014,5,"clam",NA
"PI",2014,6,"clam",NA
"PI",2014,7,"clam",3
"PI",2014,8,"clam",NA
"PI",2014,9,"clam",NA
"PI",2014,10,"clam",NA
"PI",2014,11,"clam",NA
"PI",2014,12,"clam",NA
"PI",2015,1,"clam",NA
"PI",2015,2,"clam",NA
"PI",2015,3,"clam",NA
"PI",2015,4,"clam",NA
"PI",2015,5,"clam",NA
"PI",2015,6,"clam",NA
"PI",2015,7,"clam",NA
"PI",2015,8,"clam",NA
"PI",2015,9,"clam",NA
"PI",2015,10,"clam",NA
"PI",2015,11,"clam",NA
"PI",2015,12,"clam",NA
"SQ",2015,1,"clam",NA
"SQ",2015,2,"clam",NA
"SQ",2015,3,"clam",NA
"SQ",2015,4,"clam",NA
"SQ",2015,5,"clam",NA
"SQ",2015,6,"clam",NA
"SQ",2015,7,"clam",NA
"SQ",2015,8,"clam",NA
"SQ",2015,9,"clam",NA
"SQ",2015,10,"clam",NA
"SQ",2015,11,"clam",NA
"SQ",2015,12,"clam",NA
"W",2015,1,"clam",NA
"W",2015,2,"clam",NA
"W",2015,3,"clam",NA
"W",2015,4,"clam",NA
"W",2015,5,"clam",NA
"W",2015,6,"clam",NA
"W",2015,7,"clam",NA
"W",2015,8,"clam",NA
"W",2015,9,"clam",NA
"W",2015,10,"clam",NA
"W",2015,11,"clam",NA
"W",2015,12,"clam",NA
"N",2014,1,"clam",3
"N",2014,2,"clam",NA
"N",2014,3,"clam",NA
"N",2014,4,"clam",2
"N",2014,5,"clam",NA
"N",2014,6,"clam",3
"N",2014,7,"clam",NA
"N",2014,8,"clam",6
"N",2014,9,"clam",NA
"N",2014,10,"clam",2
"N",2014,11,"clam",1
"N",2014,12,"clam",2
"EP",2015,1,"clam",NA
"EP",2015,2,"clam",NA
"EP",2015,3,"clam",NA
"EP",2015,4,"clam",NA
"EP",2015,5,"clam",NA
"EP",2015,6,"clam",NA
"EP",2015,7,"clam",NA
"EP",2015,8,"clam",NA
"EP",2015,9,"clam",NA
"EP",2015,10,"clam",NA
"EP",2015,11,"clam",NA
"EP",2015,12,"clam",NA
"M",2015,1,"clam",NA
"M",2015,2,"clam",1
"M",2015,3,"clam",NA
"M",2015,4,"clam",NA
"M",2015,5,"clam",1
"M",2015,6,"clam",NA
"M",2015,7,"clam",2
"M",2015,8,"clam",NA
"M",2015,9,"clam",NA
"M",2015,10,"clam",NA
"M",2015,11,"clam",5
"M",2015,12,"clam",NA
"GC",2014,1,"clam",0
"GC",2014,2,"clam",0
"GC",2014,3,"clam",0
"GC",2014,4,"clam",0
"GC",2014,5,"clam",0
"GC",2014,6,"clam",0
"GC",2014,7,"clam",0
"GC",2014,8,"clam",0
"GC",2014,9,"clam",0
"GC",2014,10,"clam",0
"GC",2014,11,"clam",0
"GC",2014,12,"clam",0
"RI",2014,1,"clam",0
"RI",2014,2,"clam",0
"RI",2014,3,"clam",0
"RI",2014,4,"clam",0
"RI",2014,5,"clam",0
"RI",2014,6,"clam",0
"RI",2014,7,"clam",0
"RI",2014,8,"clam",0
"RI",2014,9,"clam",0
"RI",2014,10,"clam",0
"RI",2014,11,"clam",0
"RI",2014,12,"clam",0
"PI",2014,1,"Uca.sp",NA
"PI",2014,2,"Uca.sp",NA
"PI",2014,3,"Uca.sp",NA
"PI",2014,4,"Uca.sp",NA
"PI",2014,5,"Uca.sp",NA
"PI",2014,6,"Uca.sp",NA
"PI",2014,7,"Uca.sp",1
"PI",2014,8,"Uca.sp",NA
"PI",2014,9,"Uca.sp",NA
"PI",2014,10,"Uca.sp",NA
"PI",2014,11,"Uca.sp",NA
"PI",2014,12,"Uca.sp",NA
"PI",2015,1,"Uca.sp",NA
"PI",2015,2,"Uca.sp",NA
"PI",2015,3,"Uca.sp",NA
"PI",2015,4,"Uca.sp",NA
"PI",2015,5,"Uca.sp",NA
"PI",2015,6,"Uca.sp",NA
"PI",2015,7,"Uca.sp",NA
"PI",2015,8,"Uca.sp",NA
"PI",2015,9,"Uca.sp",NA
"PI",2015,10,"Uca.sp",NA
"PI",2015,11,"Uca.sp",NA
"PI",2015,12,"Uca.sp",NA
"SQ",2015,1,"Uca.sp",NA
"SQ",2015,2,"Uca.sp",NA
"SQ",2015,3,"Uca.sp",NA
"SQ",2015,4,"Uca.sp",NA
"SQ",2015,5,"Uca.sp",NA
"SQ",2015,6,"Uca.sp",NA
"SQ",2015,7,"Uca.sp",NA
"SQ",2015,8,"Uca.sp",NA
"SQ",2015,9,"Uca.sp",NA
"SQ",2015,10,"Uca.sp",NA
"SQ",2015,11,"Uca.sp",NA
"SQ",2015,12,"Uca.sp",NA
"W",2015,1,"Uca.sp",NA
"W",2015,2,"Uca.sp",NA
"W",2015,3,"Uca.sp",NA
"W",2015,4,"Uca.sp",NA
"W",2015,5,"Uca.sp",NA
"W",2015,6,"Uca.sp",NA
"W",2015,7,"Uca.sp",NA
"W",2015,8,"Uca.sp",NA
"W",2015,9,"Uca.sp",NA
"W",2015,10,"Uca.sp",NA
"W",2015,11,"Uca.sp",NA
"W",2015,12,"Uca.sp",NA
"N",2014,1,"Uca.sp",NA
"N",2014,2,"Uca.sp",NA
"N",2014,3,"Uca.sp",NA
"N",2014,4,"Uca.sp",1
"N",2014,5,"Uca.sp",NA
"N",2014,6,"Uca.sp",NA
"N",2014,7,"Uca.sp",NA
"N",2014,8,"Uca.sp",1
"N",2014,9,"Uca.sp",NA
"N",2014,10,"Uca.sp",NA
"N",2014,11,"Uca.sp",NA
"N",2014,12,"Uca.sp",NA
"EP",2015,1,"Uca.sp",NA
"EP",2015,2,"Uca.sp",1
"EP",2015,3,"Uca.sp",NA
"EP",2015,4,"Uca.sp",NA
"EP",2015,5,"Uca.sp",1
"EP",2015,6,"Uca.sp",NA
"EP",2015,7,"Uca.sp",NA
"EP",2015,8,"Uca.sp",NA
"EP",2015,9,"Uca.sp",1
"EP",2015,10,"Uca.sp",NA
"EP",2015,11,"Uca.sp",NA
"EP",2015,12,"Uca.sp",NA
"M",2015,1,"Uca.sp",NA
"M",2015,2,"Uca.sp",NA
"M",2015,3,"Uca.sp",NA
"M",2015,4,"Uca.sp",NA
"M",2015,5,"Uca.sp",NA
"M",2015,6,"Uca.sp",NA
"M",2015,7,"Uca.sp",NA
"M",2015,8,"Uca.sp",NA
"M",2015,9,"Uca.sp",NA
"M",2015,10,"Uca.sp",NA
"M",2015,11,"Uca.sp",NA
"M",2015,12,"Uca.sp",NA
"GC",2014,1,"Uca.sp",0
"GC",2014,2,"Uca.sp",0
"GC",2014,3,"Uca.sp",0
"GC",2014,4,"Uca.sp",0
"GC",2014,5,"Uca.sp",0
"GC",2014,6,"Uca.sp",0
"GC",2014,7,"Uca.sp",0
"GC",2014,8,"Uca.sp",0
"GC",2014,9,"Uca.sp",0
"GC",2014,10,"Uca.sp",0
"GC",2014,11,"Uca.sp",0
"GC",2014,12,"Uca.sp",0
"RI",2014,1,"Uca.sp",0
"RI",2014,2,"Uca.sp",0
"RI",2014,3,"Uca.sp",0
"RI",2014,4,"Uca.sp",0
"RI",2014,5,"Uca.sp",0
"RI",2014,6,"Uca.sp",0
"RI",2014,7,"Uca.sp",0
"RI",2014,8,"Uca.sp",0
"RI",2014,9,"Uca.sp",0
"RI",2014,10,"Uca.sp",0
"RI",2014,11,"Uca.sp",0
"RI",2014,12,"Uca.sp",0
"PI",2014,1,"Carcinus.maenas",NA
"PI",2014,2,"Carcinus.maenas",NA
"PI",2014,3,"Carcinus.maenas",NA
"PI",2014,4,"Carcinus.maenas",NA
"PI",2014,5,"Carcinus.maenas",NA
"PI",2014,6,"Carcinus.maenas",NA
"PI",2014,7,"Carcinus.maenas",NA
"PI",2014,8,"Carcinus.maenas",NA
"PI",2014,9,"Carcinus.maenas",NA
"PI",2014,10,"Carcinus.maenas",NA
"PI",2014,11,"Carcinus.maenas",NA
"PI",2014,12,"Carcinus.maenas",NA
"PI",2015,1,"Carcinus.maenas",NA
"PI",2015,2,"Carcinus.maenas",NA
"PI",2015,3,"Carcinus.maenas",NA
"PI",2015,4,"Carcinus.maenas",NA
"PI",2015,5,"Carcinus.maenas",NA
"PI",2015,6,"Carcinus.maenas",NA
"PI",2015,7,"Carcinus.maenas",NA
"PI",2015,8,"Carcinus.maenas",NA
"PI",2015,9,"Carcinus.maenas",NA
"PI",2015,10,"Carcinus.maenas",NA
"PI",2015,11,"Carcinus.maenas",NA
"PI",2015,12,"Carcinus.maenas",NA
"SQ",2015,1,"Carcinus.maenas",NA
"SQ",2015,2,"Carcinus.maenas",NA
"SQ",2015,3,"Carcinus.maenas",NA
"SQ",2015,4,"Carcinus.maenas",NA
"SQ",2015,5,"Carcinus.maenas",NA
"SQ",2015,6,"Carcinus.maenas",NA
"SQ",2015,7,"Carcinus.maenas",NA
"SQ",2015,8,"Carcinus.maenas",NA
"SQ",2015,9,"Carcinus.maenas",NA
"SQ",2015,10,"Carcinus.maenas",NA
"SQ",2015,11,"Carcinus.maenas",NA
"SQ",2015,12,"Carcinus.maenas",NA
"W",2015,1,"Carcinus.maenas",NA
"W",2015,2,"Carcinus.maenas",NA
"W",2015,3,"Carcinus.maenas",NA
"W",2015,4,"Carcinus.maenas",NA
"W",2015,5,"Carcinus.maenas",NA
"W",2015,6,"Carcinus.maenas",NA
"W",2015,7,"Carcinus.maenas",NA
"W",2015,8,"Carcinus.maenas",NA
"W",2015,9,"Carcinus.maenas",NA
"W",2015,10,"Carcinus.maenas",NA
"W",2015,11,"Carcinus.maenas",NA
"W",2015,12,"Carcinus.maenas",1
"N",2014,1,"Carcinus.maenas",NA
"N",2014,2,"Carcinus.maenas",NA
"N",2014,3,"Carcinus.maenas",NA
"N",2014,4,"Carcinus.maenas",NA
"N",2014,5,"Carcinus.maenas",NA
"N",2014,6,"Carcinus.maenas",NA
"N",2014,7,"Carcinus.maenas",NA
"N",2014,8,"Carcinus.maenas",NA
"N",2014,9,"Carcinus.maenas",NA
"N",2014,10,"Carcinus.maenas",NA
"N",2014,11,"Carcinus.maenas",NA
"N",2014,12,"Carcinus.maenas",NA
"EP",2015,1,"Carcinus.maenas",NA
"EP",2015,2,"Carcinus.maenas",NA
"EP",2015,3,"Carcinus.maenas",NA
"EP",2015,4,"Carcinus.maenas",NA
"EP",2015,5,"Carcinus.maenas",NA
"EP",2015,6,"Carcinus.maenas",NA
"EP",2015,7,"Carcinus.maenas",NA
"EP",2015,8,"Carcinus.maenas",NA
"EP",2015,9,"Carcinus.maenas",NA
"EP",2015,10,"Carcinus.maenas",NA
"EP",2015,11,"Carcinus.maenas",NA
"EP",2015,12,"Carcinus.maenas",NA
"M",2015,1,"Carcinus.maenas",NA
"M",2015,2,"Carcinus.maenas",NA
"M",2015,3,"Carcinus.maenas",NA
"M",2015,4,"Carcinus.maenas",NA
"M",2015,5,"Carcinus.maenas",NA
"M",2015,6,"Carcinus.maenas",NA
"M",2015,7,"Carcinus.maenas",NA
"M",2015,8,"Carcinus.maenas",NA
"M",2015,9,"Carcinus.maenas",NA
"M",2015,10,"Carcinus.maenas",NA
"M",2015,11,"Carcinus.maenas",NA
"M",2015,12,"Carcinus.maenas",NA
"GC",2014,1,"Carcinus.maenas",0
"GC",2014,2,"Carcinus.maenas",0
"GC",2014,3,"Carcinus.maenas",0
"GC",2014,4,"Carcinus.maenas",0
"GC",2014,5,"Carcinus.maenas",0
"GC",2014,6,"Carcinus.maenas",0
"GC",2014,7,"Carcinus.maenas",0
"GC",2014,8,"Carcinus.maenas",0
"GC",2014,9,"Carcinus.maenas",0
"GC",2014,10,"Carcinus.maenas",0
"GC",2014,11,"Carcinus.maenas",0
"GC",2014,12,"Carcinus.maenas",0
"RI",2014,1,"Carcinus.maenas",0
"RI",2014,2,"Carcinus.maenas",0
"RI",2014,3,"Carcinus.maenas",0
"RI",2014,4,"Carcinus.maenas",0
"RI",2014,5,"Carcinus.maenas",0
"RI",2014,6,"Carcinus.maenas",0
"RI",2014,7,"Carcinus.maenas",0
"RI",2014,8,"Carcinus.maenas",0
"RI",2014,9,"Carcinus.maenas",0
"RI",2014,10,"Carcinus.maenas",0
"RI",2014,11,"Carcinus.maenas",0
"RI",2014,12,"Carcinus.maenas",0
"PI",2014,1,"Geukensia.demissa",2
"PI",2014,2,"Geukensia.demissa",2
"PI",2014,3,"Geukensia.demissa",1
"PI",2014,4,"Geukensia.demissa",NA
"PI",2014,5,"Geukensia.demissa",NA
"PI",2014,6,"Geukensia.demissa",NA
"PI",2014,7,"Geukensia.demissa",NA
"PI",2014,8,"Geukensia.demissa",NA
"PI",2014,9,"Geukensia.demissa",NA
"PI",2014,10,"Geukensia.demissa",NA
"PI",2014,11,"Geukensia.demissa",NA
"PI",2014,12,"Geukensia.demissa",NA
"PI",2015,1,"Geukensia.demissa",NA
"PI",2015,2,"Geukensia.demissa",2
"PI",2015,3,"Geukensia.demissa",NA
"PI",2015,4,"Geukensia.demissa",5
"PI",2015,5,"Geukensia.demissa",NA
"PI",2015,6,"Geukensia.demissa",NA
"PI",2015,7,"Geukensia.demissa",NA
"PI",2015,8,"Geukensia.demissa",NA
"PI",2015,9,"Geukensia.demissa",NA
"PI",2015,10,"Geukensia.demissa",NA
"PI",2015,11,"Geukensia.demissa",NA
"PI",2015,12,"Geukensia.demissa",NA
"SQ",2015,1,"Geukensia.demissa",NA
